Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010201,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,74,73,75,,,"3,250","(32.3857261753, -90.161721287)",PREVENT,CHECKUP,2836000,28049010201,Annual Checkup
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003500,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.4,12.2,14.6,,,"3,931","(32.2626920049, -90.2228454457)",HLTHOUT,CASTHMA,2836000,28049003500,Current Asthma
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001500,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.8,26.2,29.8,,,"3,264","(32.3195456692, -90.1687404216)",UNHBEH,SLEEP,2836000,28049001500,Sleep <7 hours
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010203,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.6,19.3,27.5,,,"2,892","(32.3777863053, -90.2193404986)",UNHBEH,CSMOKING,2836000,28049010203,Current Smoking
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001100,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,87.4,85.5,89.1,,,"1,827","(32.3294454095, -90.1955300324)",PREVENT,PAPTEST,2836000,28049001100,Pap Smear Test
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010902,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.4,11.6,13.4,,,"1,819","(32.3020333386, -90.2663131694)",HLTHOUT,CASTHMA,2836000,28049010902,Current Asthma
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001200,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,45.6,44.1,47,,,"1,823","(32.341655318, -90.1880337023)",UNHBEH,OBESITY,2836000,28049001200,Obesity
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010201,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,47.1,42.4,52,,,"3,250","(32.3857261753, -90.161721287)",PREVENT,DENTAL,2836000,28049010201,Dental Visit
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,26.3,22.2,30.5,,,"2,388","(32.308201226, -90.2084021164)",PREVENT,ACCESS2,2836000,28049002500,Health Insurance
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010201,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.4,14.7,18.2,,,"3,250","(32.3857261753, -90.161721287)",HLTHOUT,PHLTH,2836000,28049010201,Physical Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002200,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,74,72.8,75.2,,,"2,450","(32.3230862923, -90.2352663163)",PREVENT,CHECKUP,2836000,28049002200,Annual Checkup
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28089030105,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.2,11.7,25.2,,,622,"(32.4055231258, -90.1578816308)",HLTHOUT,MHLTH,2836000,28089030105,Mental Health
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011500,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,31.1,25.8,37.7,,,"3,581","(32.2952059785, -90.2068443548)",HLTHOUT,TEETHLOST,2836000,28049011500,Teeth Loss
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001900,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.6,29.3,31.9,,,"1,950","(32.3199223985, -90.1980304796)",HLTHOUT,ARTHRITIS,2836000,28049001900,Arthritis
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003500,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.6,7.5,9.7,,,"3,931","(32.2626920049, -90.2228454457)",HLTHOUT,COPD,2836000,28049003500,COPD
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010902,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.8,19.8,23.8,,,"1,819","(32.3020333386, -90.2663131694)",HLTHOUT,PHLTH,2836000,28049010902,Physical Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000302,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.6,17.5,19.7,,,"4,050","(32.3700798374, -90.1547605542)",HLTHOUT,ARTHRITIS,2836000,28049000302,Arthritis
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049002400,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,41.1,39.1,43,,,"4,565","(32.3034428694, -90.2303837936)",UNHBEH,OBESITY,2836000,28049002400,Obesity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002000,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,81,79.5,82.6,,,"1,047","(32.3197192007, -90.2062608176)",PREVENT,CHOLSCREEN,2836000,28049002000,Cholesterol Screening
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011101,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,29,24.8,33.3,,,"2,827","(32.2470923241, -90.2706288247)",PREVENT,COREW,2836000,28049011101,Core preventive services for older women
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003800,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,73.8,72.8,74.9,,,"3,019","(32.245231086, -90.2219378426)",PREVENT,BPMED,2836000,28049003800,Taking BP Medication
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001200,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,82.6,81.7,83.5,,,"1,823","(32.341655318, -90.1880337023)",PREVENT,BPMED,2836000,28049001200,Taking BP Medication
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000200,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.1,7.7,8.5,,,"5,395","(32.3604779334, -90.1295873326)",HLTHOUT,CASTHMA,2836000,28049000200,Current Asthma
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000400,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,60.2,57.4,62.6,,,"3,373","(32.3541845971, -90.1641486204)",PREVENT,COLON_SCREEN,2836000,28049000400,Colorectal Cancer Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000800,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,28.9,25,32.8,,,"4,483","(32.3401797646, -90.2268185213)",PREVENT,ACCESS2,2836000,28049000800,Health Insurance
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000800,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.4,5,5.8,,,"4,483","(32.3401797646, -90.2268185213)",HLTHOUT,KIDNEY,2836000,28049000800,Chronic Kidney Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010801,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.7,4.5,5,,,"1,604","(32.3096172571, -90.2991097228)",HLTHOUT,CANCER,2836000,28049010801,Cancer (except skin)
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010808,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.4,3.9,4.8,,,"4,494","(32.2679492554, -90.297683472)",HLTHOUT,CHD,2836000,28049010808,Coronary Heart Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003000,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.3,28,32.5,,,"2,104","(32.2795847495, -90.2022037077)",UNHBEH,CSMOKING,2836000,28049003000,Current Smoking
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010901,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,80.8,78.8,82.6,,,"2,764","(32.3245803396, -90.2730968105)",PREVENT,CHOLSCREEN,2836000,28049010901,Cholesterol Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001900,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,47.2,45.8,48.6,,,"1,950","(32.3199223985, -90.1980304796)",UNHBEH,OBESITY,2836000,28049001900,Obesity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011500,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.8,3.6,4.1,,,"3,581","(32.2952059785, -90.2068443548)",HLTHOUT,CHD,2836000,28049011500,Coronary Heart Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002400,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.4,4.6,6.2,,,"4,565","(32.3034428694, -90.2303837936)",HLTHOUT,STROKE,2836000,28049002400,Stroke
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003800,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,32.6,31.7,33.6,,,"3,019","(32.245231086, -90.2219378426)",HLTHOUT,HIGHCHOL,2836000,28049003800,High Cholesterol
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28089030105,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,37.5,30.4,43.3,,,622,"(32.4055231258, -90.1578816308)",UNHBEH,SLEEP,2836000,28089030105,Sleep <7 hours
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011002,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,31.5,26.8,36.4,,,"4,390","(32.2610272446, -90.265130469)",PREVENT,COREM,2836000,28049011002,Core preventive services for older men
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000800,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.4,5.2,5.5,,,"4,483","(32.3401797646, -90.2268185213)",HLTHOUT,CANCER,2836000,28049000800,Cancer (except skin)
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010202,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,30.8,23.5,38.4,,,"6,137","(32.3844840557, -90.1837056957)",PREVENT,COREM,2836000,28049010202,Core preventive services for older men
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000900,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.6,10.4,12.8,,,"2,015","(32.3436482912, -90.2098240871)",HLTHOUT,CHD,2836000,28049000900,Coronary Heart Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000200,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.6,29.4,31.8,,,"5,395","(32.3604779334, -90.1295873326)",HLTHOUT,BPHIGH,2836000,28049000200,High Blood Pressure
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010801,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,78.4,74.2,82.2,,,"1,604","(32.3096172571, -90.2991097228)",PREVENT,MAMMOUSE,2836000,28049010801,Mammography
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002300,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,80.3,76.1,83.7,,,"2,518","(32.3146727051, -90.2454096274)",PREVENT,MAMMOUSE,2836000,28049002300,Mammography
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049002100,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.6,9.9,11.3,,,"3,257","(32.3151937739, -90.2240153221)",UNHBEH,BINGE,2836000,28049002100,Binge Drinking
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010809,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,33.2,28.3,38.1,,,"2,093","(32.2562304412, -90.3139868721)",PREVENT,COREW,2836000,28049010809,Core preventive services for older women
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002100,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,37.7,27.4,48.2,,,"3,257","(32.3151937739, -90.2240153221)",HLTHOUT,TEETHLOST,2836000,28049002100,Teeth Loss
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003200,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,22.2,18.5,26.5,,,"1,586","(32.2940043377, -90.2226483173)",PREVENT,COREM,2836000,28049003200,Core preventive services for older men
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011102,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.8,10.9,12.9,,,"5,056","(32.2251402127, -90.2603643583)",HLTHOUT,PHLTH,2836000,28049011102,Physical Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001000,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,77.2,76.3,78.2,,,"1,509","(32.3305746651, -90.2089575618)",PREVENT,CHECKUP,2836000,28049001000,Annual Checkup
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28121020207,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,1,"(32.2959128998, -90.0677891779)",PREVENT,CHOLSCREEN,2836000,28121020207,Cholesterol Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000100,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.9,8.2,9.8,,,"4,584","(32.3760966125, -90.1333490224)",HLTHOUT,DIABETES,2836000,28049000100,Diabetes
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000301,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,28.7,21,37.6,,,"2,637","(32.3665228128, -90.1634025553)",HLTHOUT,TEETHLOST,2836000,28049000301,Teeth Loss
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000500,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,26,19.9,32.5,,,"6,041","(32.3607883236, -90.1824183353)",PREVENT,COREM,2836000,28049000500,Core preventive services for older men
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000800,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.3,8.7,9.8,,,"4,483","(32.3401797646, -90.2268185213)",UNHBEH,BINGE,2836000,28049000800,Binge Drinking
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001900,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.9,17.2,20.6,,,"1,950","(32.3199223985, -90.1980304796)",HLTHOUT,MHLTH,2836000,28049001900,Mental Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001300,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.1,2.8,3.5,,,"4,143","(32.3380096287, -90.1721630218)",HLTHOUT,STROKE,2836000,28049001300,Stroke
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000302,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.1,3.9,4.3,,,"4,050","(32.3700798374, -90.1547605542)",HLTHOUT,CANCER,2836000,28049000302,Cancer (except skin)
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000301,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,41.6,39.5,43.6,,,"2,637","(32.3665228128, -90.1634025553)",UNHBEH,OBESITY,2836000,28049000301,Obesity
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010101,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,65.1,61.7,68.2,,,"6,121","(32.3885604745, -90.1001598448)",PREVENT,COLON_SCREEN,2836000,28049010101,Colorectal Cancer Screening
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011500,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,24.3,20,28.9,,,"3,581","(32.2952059785, -90.2068443548)",PREVENT,COREM,2836000,28049011500,Core preventive services for older men
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010101,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.7,2.5,2.9,,,"6,121","(32.3885604745, -90.1001598448)",HLTHOUT,KIDNEY,2836000,28049010101,Chronic Kidney Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049002200,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33,29.3,36.6,,,"2,450","(32.3230862923, -90.2352663163)",UNHBEH,CSMOKING,2836000,28049002200,Current Smoking
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011103,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.2,25.7,30.7,,,"1,171","(32.2289509142, -90.2151651714)",UNHBEH,LPA,2836000,28049011103,Physical Inactivity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010901,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.2,3.8,4.7,,,"2,764","(32.3245803396, -90.2730968105)",HLTHOUT,STROKE,2836000,28049010901,Stroke
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010809,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10,9.4,10.9,,,"2,093","(32.2562304412, -90.3139868721)",HLTHOUT,CASTHMA,2836000,28049010809,Current Asthma
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011101,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.6,13,14.3,,,"2,827","(32.2470923241, -90.2706288247)",UNHBEH,BINGE,2836000,28049011101,Binge Drinking
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002200,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.2,10.2,12.1,,,"2,450","(32.3230862923, -90.2352663163)",HLTHOUT,CHD,2836000,28049002200,Coronary Heart Disease
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000900,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,40.6,35.7,45.4,,,"2,015","(32.3436482912, -90.2098240871)",PREVENT,DENTAL,2836000,28049000900,Dental Visit
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010901,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.4,13.4,15.3,,,"2,764","(32.3245803396, -90.2730968105)",HLTHOUT,DIABETES,2836000,28049010901,Diabetes
